job_title,required_skills
firmware manager,"firmware qa, pid control, matlab, test mts"
business intelligence developer,"software, scientific, excel, outlook, powerpoint"
software engineer,"software, it, scientific, excel, outlook, powerpoint"
business intelligence developer,"software, python, linux, scientific"
business intelligence developer,"software, web, api, scientific, python, systems, scripts"
cobol programmer,"applications, scientific, software, it, java, javascript, web, python"
data operations manager,"scientific, it, software, system, architect, php, apache, html, soap"
software engineer,"software, python, linux, scientific"
hadoop developer,"civil, it, system, laboratory, python, software, development"
hadoop developer,"laboratory, game, simulation, security, applications, cad, 3d, development"
gis scientist,aerospace
software engineer,"software, simulation, systems, security, aerospace, physics, python, matlab, 3d, opengl, system"
net developer,"google cloud platform, gcp"
hadoop developer,".net, css, microsoft sql server, javascript, systems analysis, business software, computer science, html, c#, it, web api, jquery, react.js, php, drupal, sass, agile, hardware, database, interfaces"
threat analyst,"data analysis, sas"
hadoop developer,"aerospace, systems, analysis, applications, algorithm, python"
net developer,".net, asp.net, agile, ajax, roid development, architecture, bootstrap, business process, business software, c#, css, implementation, entity framework, javascript, kendo ui, html5, json, linux, microsoft sql server, mvc framework, mvc, web api, web services, jquery, toad, systems design, system requirements, software maintece, software development, soa, svn, pl, sql"
hadoop developer,"python, backend, full stack, space, aerospace, api, jsstack, graphql, django, javascript, react.js, angulat, css"
cobol programmer,"lotusscript, apache struts, birt, .net, api, asp.net, his, html5, human factors , ergonomics, ibm lotus domino, ibm notes, jscript, javascript, microsoft infopath, microsoft outlook, microsoft sharepoint, microsoft visual studio, quest, xpages, wpf, ux, ui"
lotus notes developer,"lotus notes, domino"
lotus notes developer,"ibm lotus domino, json, lotusscript, lotus, focus, .net, c#, compliance, lei, javascript, xml, web services, workday, sql, restful, microsoft sharepoint, ibm notes, stored procedures, framework, configuration, java, fix"
software engineer,"oracle, it, solaris, software, hardware, computer science"
net developer,".net, lotus notes, domino, sharepoint"
crm consultant,"domino, lotus, exchange"
gis administrator,"lotus, systems, domino, lotusscript, security"
domain architect,"domino, ibm notes, lotus, microsoft exchange, smtp, microsoft sharepoint, active directory, ibm notes administration"
systems engineer,"lotus, systems, domino, lotusscript, security"
software engineer,"software, javascript, html, it, python, java, lotus, applications, oracle, mysql, sql, linux, development"
software engineer,"software, lotus, systems, user interface, sql, security, java"
data analyst,"it, excel, access, outlook, powerpoint, lotus, sql, analytical, management, change management"
network engineer,"attention to detail, automation, business partnership, communication"
hadoop developer,"electronic, java, software, fixed income, high frequency, low latency, rates swap, treasury, bonds, notes, assets, foreign exchange, rfq, auto response, securities, ai, ml"
data migration lead,"excel, powerpoint, lotus, analysis, system, development, engineers, systems, scripts"
network security engineer,"software, engineers, it, adobe, cisco"
it project manager,"development, management, analysis, quality, change management, it, adobe, cisco, supply chain"
business intelligence developer,"sap, erp, powerpoint, excel, it, adobe, cisco, architecture"
crm consultant,"basic, it, excel, powerpoint, adobe, cisco"
imaging specialist,"cisco, sales, it, adobe, supply chain"
solutions architect,"architect, it, sales, application, systems, management, database, ip, security, adobe, cisco, architecture"
client server programmer,"artificial intelligence, development, business intelligence, applications, it, adobe, cisco, software, sales"
service desk associate,"it, adobe, cisco, software, sales"
technical services coordinator,"it, desktop, application, artificial intelligence, management, ims, microsoft project, adobe, cisco"
tech support jobs,"windows, audio, pc, lan, desktop, technician, it, adobe, cisco, customer service"
it project manager,"management, it, adobe, cisco, development, supply chain, sales"
tech intern,"windows, pc, it, adobe, cisco, database"
data architect,"engineers, architect, it, desktop, adobe, cisco, database, architecture"
information systems technician,"windows, audio, pc, lan, desktop, technician, it, adobe, cisco, customer service"
technical support specialist,"computer hardware, symbol h, held devices, printers, digital senders , peripherals, microsoft windows xp, 7, 8, microsoft office 2003, 2007, 2010, microsoft suite, exchange, outlook 2010, 2013email, hp jet admin, apple operating systems, cisco networking devices, ip , networking concepts, cad"
software engineer,"embedded c, c++ applications, arm processors, c# .net core, node.js, linux, window"
tech support jobs,"technician, it, management, windows, pc, security, software, applications, system, desktop, systems, exchange, adobe, laptop, hardware, tcp, ip, application, encryption, mcp, mcse, unisys"
tech support jobs,"desktop, technician, pc, software, hardware, windows, it, adobe, sap, encryption, cisco, erp"
tech support jobs,"desktop, technician, pc, software, hardware, ip, windows, cisco, network, vpn, it, adobe"
information systems technician,"can, communication"
information systems technician,"active directory, agile, ajax, apache maven, appium, apple, automation, bdd, bamboo, best practices, communication"
printer technician,"software, systems, windows, tcp, ip, it, security, network, cissp, architect"
information systems technician,"consult, it, oracle, sql, software"
computer technician,"automotive technician, cad software, outlook, work, excel, power point"
it auditor,"it, technician, cisco, windows, linux, citrix, lan, wan, desktop, software, pc, peripheral"
help desk jobs,"it, help desk, technician, hardware, software"
computer technician,"education, data collection, acquisition, adobe air, biomedicine, market research, program management, flsa, investigation, leadership, calibration, chemistry, equipment maintece, evaluation, test methods, sap basis, specification, supervision, technician, test equipment, fix, policies, project evaluation, qa, recruitment, repair, .net, ada, email, test plans"
it auditor,"it, technician, help desk, mysql, sql, software"
technical support specialist,"active directory, dell kace, desktop administration, hardware, microsoft windows, operating systems, quest, software, software deployment"
information systems technician,"configure, deploy, maintain, troubleshoot , support computer workstations, laptops, printers, mobile devices, phones , other computer , telecommunications equipment., install , support pc, laptop, tablet , mobile hardware , software, ad, o365 setup , document procedures, st, ards, best practices configurations, settings, installation sequences , back, out instructions., workstation setup, desktops, daily desktop work"
tech support jobs,"desktop, laptop, pc, hardware, software"
information systems technician,"desktop, laptop, pc, hardware, software, refresh"
information systems technician,"technician, analytical, excel, access, powerpoint, vba, sas, sql, business objects"
computer technician,"pc, desktop, technician, security, it, windows, network, linux, solaris, unix"
printer technician,"audio, technician, a, v, security, pc, it, cisco, ip"
computer technician,"technician, qa, security, applications, management, outlook, excel, quality"
information systems technician,"validation, linux, bash, shell"
help desk jobs,"it, technician, windows, desktop, exchange, security"
technical service engineer,"technician, excel, outlook, powerpoint"
printer technician,"technician, excel, outlook, powerpoint"
technical service engineer,"technician, test, excel, outlook, network, protocol"
security developer,"dast, burp, ceh"
security developer,"java, c, c++, python"
security developer,"java, security"
security developer,"owasp, qa, oop, java, algorithms, agile, design patterns, software development, sql, software, restful, security, security qa, selenium"
security incident response engineer,"application security, web application firewalls, owasp framework, risk, threat assessment"
security developer,"application, security"
cyber security jobs,"mobile, ios, roid, security, cyber security, mobile security, security, ts clearance, ts, sci, clearance, security clearance, top secret, embedded software, c++, python, java, assembly, machine code"
business intelligence developer,"qa, ux, java, security"
software engineer,"access, security, java, sql, python, database, wsdl, soap"
hadoop developer,"security, application, java, javascript, sql, interface, api"
hadoop developer,"security, application, web, java, oracle, architecture, sql, architect, systems, scripts"
software engineer,"veracode, fortify code, application, security, sdlc, dast, sast"
software engineer,"veracode, fortify, application, security, sdlc, fortifycode"
hadoop developer,"java  j2ee, jdbc, html, javascript, angular js, jquery, css, sql, xml development, ws, security, encryption libraries, eclipse, css3, bootstrap, less, html5"
android developer,roid security
business intelligence developer,"java, security, oracle, middleware, architecture, apache, development"
software engineer,"cryptography, c, c++, c, c++, data structures"
java developer,"java, spring boot, hibernate, angular, react, jenkins , java, spring boot, hibernate, angular, react, jenkins"
hadoop developer,"java, python, aws, azure, google cloud"
sql developer,"angular, typescript, html5, css3, javascript, node.js"
security engineer,"security, management, access, application, tcp, ip, python"
security engineer,"security, environmental, it, sdlc, cissp, web, architect, system"
security incident response engineer,"keywords: cloud, aws, dev, devops, phython, teraforms, amazon web services, ansible, architecture, automation, best practices, cis, com, cloud, cloud security, communication"
backend java developer,"java, rest"
backend java developer,"java, mysql, development"
backend java developer,"java, mysql"
backend java developer,java
backend java developer,"required:programming language  java, underst, databases e.g., mysqlmathematical aptitude"
backend java developer,"java, big data"
backend java developer,"java, sql, database, systems, scripts"
backend java developer,"java, spring boot, microservices"
backend java developer,"java 1.8, spring boot, rest apis, microservices, kafka, cass, ra, nosql"
backend java developer,"java, {hp, golang, agile, scrum, reactjs, react.js, php, development"
backend java developer,"java, spring boot, microservices, ci, cd, rdbms, sql, nosql"
backend java developer,"spring boot, microservices, jdbc, json, cloud, restful, api, mysql, oracle"
backend java developer,"java, python, spring boot, api, lambda, git, junit, aws, microservices"
backend java developer,"experience with aws, experience with developing , calling microservices"
backend java developer,"javascript, css, api, html, j2ee"
backend java developer,"java, linux, development, python"
backend java developer,"java, backend, spring boot, kubernetes"
java developer,"java, microservices, springboot, reactive java, kafka, nosql, ci, cd, test automation"
security incident response engineer,"java, php, laravel, tdd, api, amazon web services, continuous delivery, continuous integration"
security incident response engineer,"java, j2ee, web, api, mysql, applications, management"
security incident response engineer,"java, development, it"
backend java developer,"java , back, end rest, web services, azure"
java developer,"core java, linux, maven, aws, oracle, backend java development"
java developer,"core java, backend java"
java developer,"springboot, java"
java developer,"maven, java, project management, rabbitmq, relational database, tomcat, weblogic, user interface design, jsp, sql server, python, angularjs, jira, full stack, j2ee web services, sql"
java developer,"java, microservices, spring boot, angular"
java developer,"angularjs, bitbucket, hibernate, software development, knockout.js, bootstrap.js, web services, bamboo, java, confluence, javascript, devops, technical, html5, jira, sql"
java developer,"j2ee, rest, api, agile"
java developer,"j2ee, html, struts, xml"
java developer,"java, java 1.8, java 8, spring boot, aws, amazon web services, aws, node, nodejs, node.js, javascript, mvc, spring mvc, java, java, aws, node"
java developer,"java, websphere, application, html, javascript, jsp, jdbc, web, rational, ide, software, it, unisys"
java developer,"java, software, architecture, analysis, gui, security, access, javascript, web, interface, development"
java developer,"java, spring framework, hibernate, sql, pl, sql, weblogic, soap, rest, microservices, junit, mockito, xml, jenkins."
java developer,"software, visual basic, sql, ux, micro, transact, sql, javascript, oracle"
information assurance engineer,"web, qa, software"
imaging specialist,"management, it, release, development, systems, security"
technical support specialist,"release, systems, scripts"
imaging specialist,"technical support, implementation, incident management, customer support, change management, crystal reports, sql, documentation, application support, software, communication"
information management specialist,"it, procurement"
information management specialist,"campaigns, hubspot, salesforce, salesloft, b2b, seo, saas , marketing specialist, campaigns, hubspot, salesforce, salesloft, b2b, seo, saas"
software engineer,"adobe campaign, data design, server configuration management, application configuration management"
software engineer,"software, python, sql, api, ibm"
hadoop developer,"c#, , roid, windows mobile tools, appio, xamarin , c#, , roid, windows mobile tools, appio, xamarin"
business intelligence developer,"application, it, systems, python, java, linux, vm, risk management"
software engineer,"systems, java, j2ee, python, sdlc, perl, javascript, software, network, system, windows, linux, vm"
software engineer,"software, development, validation, release, systems, quality, api, it, javascript, sql, html, unix, linux"
sql developer,"software development experience, working knowledge of, sdlc practices, java, jee, spring framework, servlets, jsp, javascript, html, css, xml, jquery, sql, mybatis, ibatis, unix"
sql developer,"automation, c, c#, com, computer science, creativity, customer experience, documentation, ftp, forms, it, information systems, integration, linux, microsoft excel, microsoft ssis, microsoft visual studio, oracle, production, project management, qa, solid, sql, saas, software, software deployment, software design, software development, specification, sustainability, vba, via, web applications, web services, workflow"
software engineer,"devsecops, full stack, automation, devops, python, secops, security, swe"
software engineer,"apis, microservice architecture, blockchain, golang, java, kubernetes, network protocols, security, automation , apis, microservice architecture, blockchain, golang, java, kubernetes, network protocols, security, automation"
vp software,"atc systems, alerton, tridium, hvac controls , atc systems, alerton, tridium, hvac controls"
business intelligence developer,"api, amazon web services, automation, git, java, erp, cloud, shell, restful, oracle, sap, gradle, linux"
sql developer,"html, css, cloud, javascript, software development, system requirements, system integration, soap, microsoft technologies, poc, agile, artificial intelligence, software deployment, robotic process automation, microsoft windows azure, angularjs, api, integration, react.js, restful, ui, ux"
software engineer,"agile, java or c#, salesforce, ncino, sql, oracle, or dell boomi, rest services, soap services"
software engineer,"automation, c, c#, robotics, interfaces, lan, linux"
software engineer,"development, test, qa, linux, vm, javascript, java, c, python, system"
software engineer,"applications, ux, java, python, linux, unix"
sql developer,"application, development, epic, api, database, sql, java, python"
software engineer,"python, bash"
software engineer,"angularjs, cloud, html, javascript, nosql, ruby on rails, react.js, software development, software design, software, linux, infrastructure, innovation"
software engineer,application
sql developer,"sql, applications"
business intelligence developer,"git, javascript, http, osi model, vlan, web applications, json, python, go, appdynamics"
programming jobs,"systems, physics, oop, c, java, analysis, object oriented design, ood, software, rf, ethernet, ada, uml, embedded, basic"
oracle developer,"oracle, java, systems, security, j2ee, object oriented design, soap, access, application, development, ejb, middleware"
microstrategy architect,"it, robotic, object oriented design, asp, .net, html, java, sql, mysql, soap"
business intelligence developer,"applications, web, sql, software, lifecycle, analysis, c, database, ado, .net, asp, xml, api, javascript, automated, application, security"
hadoop developer,"software, development, it, security, architecture, java, j2ee, web, protocols, soap, api, javascript, xml, xslt, systems, sql, mysql, ssl, encryption, ide, oracle, bw, version control, application"
software engineer,"software, system, java, object oriented design"
business intelligence developer,"development, application, software, user interface, web, database, desktop, application, sql, oracle, sdlc, micro, it, it"
business intelligence developer,"software, applications, software, user interface, web, database, development, asp, .net, javascript, sql, oracle, it, it"
sql developer,"software, applications, software, user interface, web, database, development, asp, .net, javascript, sql, oracle, it, it"
hadoop developer,"software, applications, apache, software, development, development, web, asp, .net, javascript, database, sql, oracle, java, systems, sales"
business intelligence developer,"software, api, basic, web, sql, javascript, it"
software engineer,"cloud, it, object oriented analysis, java, c++, python, html5, css3, type script, javascript, ajax, json, agile"
software engineer,"software, xslt, release, management, security, xml, oop, web, api, sql, html, asp, .net, ibm, architecture, iis, ssl, it"
sql developer,"sdlc, sql, management, systems, automotive"
software development manager,"web technologies, web services, javascript, html, css, cloud environments, microservices"
sql developer,"maya, 3d studio max, cinema 4d, rendering engines, game development, game engines, dcc , digital content creation, houdini, c++ , maya, 3d studio max, cinema 4d, rendering engines, game development, game engines, dcc , digital content creation, houdini, c++"
software engineer,"xamarin, c# , .net, object"
software development manager,"software, design, eda, java, digital design, c++, object oriented, oo"
sql developer,"asp, .net, micro, web, development, sql, .net, api, javascript, performance, architecture"
systems manager,"advanced statistics, atlassian jira, big data, big data analytics, communication"
software engineer,"engineers, c, sql, database, test, api"
software engineer,"c#, appio, xamarin, automation tools, roid, c#, appio, xamarin, automation tools, roid, windows mobile tools"
software engineer,"blockchain, blockchain, restful api"
software engineer,"software, python, sql, systems, scripts"
software engineer,"c#, azure, mongodb, ci, cd, .net, .net core, microservices, kubernetes, terraform, devops, bigquery, git, cloud, google, iaas, integration, microsoft sql server, rdbms, software, continuous integration, computer science, microsoft windows azure, ado.net, telerek, vsual studio, nhibernate, linq, entity framework, html, css, dhtml, xml, wcf, rest, soap, oop, ood, object oriented"
network engineer,"software, java, mysql, linux, html, apache, j2ee, python, javascript, object oriented design"
manager net,"web, software, test, java, api, performance"
net developer,"asp, .net, javascript, xml, web, soap, rpc, oop, jdbc, dao, sql, test, content management, system, cms, it"
business intelligence developer,"it, web, xml, java, c, python, sql, asp, pl, sql, http, soap, development, ide, configuration management, linux, unix, architect, shell script"
software engineer,"data, application development, python, artificial intelligence, ai, ml, object oriented python, degree, bachelors, pipeline, automation, ficial, bank, investment, asset, hedge fund, lava, capital, arbitrage, option, etl, workflow, build, data pipeline, currency, data operations"
sql developer,"application, open cascade, 2d, c++, c#, ms, sql, my, sql, windows forms, wpf, unity, hoops, java, object oriented"
software engineer,"dynamics crm, erp, object oriented development"
hadoop developer,"c++, .net, visual studio, react, native, react, redux"
software engineer,"c#, c++, windows, gui, robotics, linux"
hadoop developer,"java, dcom, c++, intellij, maven, windows platform, windows development, windows"
software engineer,"software, development, windows, embedded, fda, gui, iso, application, soap"
embedded software engineer,"software, development, windows, embedded, fda, iso, application, soap"
software engineer,"c++, visual studio, compilers, windows, agile, git, vmware, jira , c++, visual studio, compilers, windows, agile, git, vmware, jira"
software engineer,"c#, c++"
software engineer,"c++, python, windows"
software engineer,"software, system, windows, api, excel, powerpoint, java, j2ee, xml, dom, pl, sql"
software engineer,"automotive, software, management, development, application, windows, linux, python, architecture, tcp, ip"
software engineer,"windows, java, linux"
software engineer,"c, c++, linux, windows, bluetooth, software development, embedded software, computer science, agl"
business intelligence developer,"based database applications, full stack development"
business intelligence developer,"c#, sql, microsoft technologies, database design, git, microsoft windows azure, devops, agile, perl, javascript, ajax, asp, javaserver faces, windows powershell, wcf, json, xml, jms, html5, css"
sql developer,"windows , unix operating systems, swift, kotlin, java, github"
software engineer,"software, test, development, java, python, xml, case, sql, soap, wsdl, user interface, html, xslt, windows, linux, oracle"
software engineer,"engineers, python, software, gui, windows, unix, solaris, system, artificial intelligence, development"
software engineer,"software, management, system, development, windows, database, oracle, mysql, sql, html, xml, soap, wsdl, javascript, apache, excel, powerpoint, security"
software engineer,"software, qa, application, python, web, sql, windows, linux, perl"
software engineer,"software, it, pc, windows, desktop, oop, web, micro, architecture, sql"
software engineer,"software, test, quality, system, xml, python, windows, gui, it"
software engineer,"software, windows, sql, uml, lis, fda, aerospace, systems, scripts"
software engineer,"software, web, vb, javascript, html, xml, asp, windows, libraries, ado, database, sql, http, api, visual basic, .net, it"
manager web application,"application, software, web, windows, development, php, database, html, javascript, test, iis"
software engineer,"software, sql, sdlc, oltp, java, windows, database, management, system, automotive"
software engineer,"software, python, java, javascript, web, development, linux, unix, windows, sql, risk management, iso"
software engineer,"software, sql, iis, windows, javascript, it"
software engineer,"software, next, development, applications, asp, .net, python, php, javascript, sql, development, qa, software, foundation, iis, windows, systems"
software engineer,"software, vb, .net, sql, visual basic, windows, it"
software engineer,"software, c, sql, desktop, windows, web, asp, .net, test"
software engineer,"software, windows, ood"
software engineer,"security, software, ssl, it, java, javascript, python, perl, unix, windows"
software engineer,"software, windows, linux, embedded, systems, desktop, firmware, aerospace"
software engineer,"software, development, architecture, java, python, linux, windows, it"
software engineer,"software, scientific, tcp, ip, linux, windows, java, python, perl, it"
business intelligence developer,"software, api, sql, html, development, windows, it, python, javascript"
business intelligence developer,"sql, c#, .net, windows, development, software development, application support"
software engineer,"software, interface, asp, .net, javascript, windows, sql, library, api, architect, it, erp"
threat analyst,"performance, technician, access, windows"
client server programmer,"red hat linux, ibm gpfs, client, server"
business intelligence developer,"sql server, architect, database design"
business intelligence developer,"sql server, ssis, data model, data analysis, t, sql"
business intelligence developer,"ssis, datawarehouse, ssrs, powerbi, sql"
hadoop developer,"2012 , 2016, t, sql"
hadoop developer,"tableau, sql, health"
sql developer,".net, devops, c#, client, server, microsoft sql server, wpf, wcf"
sql developer,"business software, css, claims management, client, server, coldfusion, communication"
software product manager,"amazon web services, microservices, java, client, server, etl, database, middleware, web services, implementation, software, campaign management, automation"
client server programmer,"c#, server, side, sql, risk, cva, cav, fva, credit derivatives, front office"
sql developer,"jquery, c#, asp.net 3.5, mvc3"
sql developer,"jquery, asp.net mvc, web service,            maintain , enhance asp.net, entity framework, codefirs"
systems administrator,"cables, linux administration, infrastructure, installation, system administration, vmware, hardware installation, client, server"
security incident response engineer,"sql, iis, windows, risk management, application, architecture, development, system"
manager linux,"linux, system, management, systems, security, it, software"
network security engineer,"c++ development, sql"
windows administrator,"active directory, change management, it, it infrastructure, infrastructure, microsoft sccm, microsoft windows, microsoft windows server, microsoft windows administration, rfc, recovery, act, system administration, upgrades, windows powershell"
business intelligence developer,"frontend, backend, react, node.js, mysql, client implementations"
gis administrator,"jboss, somvare"
network security engineer,"mysql, programming language, version control systems, lamp server, comm, line, nosql databases, front end"
security incident response engineer,"diagnostics, linux operating systems, scripting languages, active directory, technical documentation, server installations, code deployment, diagnostics, linux operating systems, scripting languages, active directory, technical documentation, server installations, code deployment, code changes"
big data engineer,"active directory, v, customization, cloud, authentication, microsoft windows azure, firewall, group policy, implementation, communication"
systems engineer,"windows server, windows"
network security engineer,"server, server, side, backend, back end, back, end, lead, principal"
sql dba,"sql, sql server, degree"
systems engineer,"windows server 2016, 2019, rhel, active directory, powershell, security+ certification"
sql dba,"sql server dba, dba, sql server, replication, administration, database, microsoft sql server, microsoft windows, azure, cloud, aws, stored procedures, database administration, windows server, t, sql, sql, statistics, ssis, relational database"
sql dba,"sql server dba, microsoft sql server"
systems administrator,"microsoft o365, ldap, ad, aad, windows 10, server 2016, server 2019"
financial systems administrator,"automation, backup, backup administration, computer science, configuration, data retention, data security, database, disaster recovery, documentation, eeo, education, failover, hardware, help desk, impact, it, it infrastructure, it operations, insurance, investigation, law enforcement, life insurance, linux, linux administration, microsoft certified professional, microsoft windows, onshore, operating systems, operations, pass, print servers, rhcsa, recovery, server administration, software, specification, system administration, upgrades, vcp, vmware, virtual machines, virtualization"
security incident response engineer,"linux, unix, windows operating systems, network security incidents, security monitoring role"
database administrator,"postresql, sql server, aws, rds, kubernetes, mysql, powershell, cloud, microservices, windows, linux, database administration"
business intelligence developer,"salesforce, it, java, python, api, perl, html, javascript, cgi, web, soap, xml, source code, linux, apache, sql, software, architecture"
software engineer,"python, javascript, api, soap, sql"
software engineer,"software, kronos, quality, java, development, management"
software engineer,"manage, commercial software, oop, leadership, warehouse, distribution, supply chain, logistics, technology, best practice, .net, sql, oracle, agile, business acumen, customer engagement, distributed team"
vp software engineering,"software, sql"
vp software engineering,"software, javascript, unix, linux, sql"
vp software engineering,"it, software, validation, development, systems, quality, api, fda, javascript, sql, html, unix, linux"
software engineer,"crm, software, unix, linux, java, c, python, system, tcp, ip, systems"
software engineer,"java, j2ee, .net, javascript, architect, management, healthcare"
software development manager,management
software engineer,"java, aws, full stack"
business intelligence manager,"management, software engineer experience"
software engineer,"javascript, js, jscript, react, react.js, reactjs, html, css, redux, restful api, api, webpack"
net developer,"systems, it, java, j2ee, asp, .net, security, c, javascript, libraries, html, .net, web, api, sql"
software engineer,"security, database, mysql, soap"
software engineer,"automotive, software, engineers, it, system"
head of digital,"it, applications, development"
network security engineer,"python, sql, linux"
software engineer,"c#, .net, angular, oop, soa, restful, ddd, javascript, sql, devops, python, aws, cloud, agile, elk, di, orm, mvc, mvvm"
business intelligence manager,"engineering management, startups"
software engineer,"cross, functional, devops, qa, social media, social networks, software, team leadership, web services, code review, python, react, oop, ooa, soa, cd, cd, kebernetes"
voip engineer,"security, performance, software, python, linux, it"
big data engineer,"web, qa, software, linux, python, java, oop"
security architect,"architect, it, linux, system, security, ibm, systems"
data manager,"software, management, java, oop"
soa engineer,"test, systems, engineers, it, quality, medical device, fda, iso, sql, visual basic, access"
solutions architect,"architect, surveillance, management, systems, security, rf, cissp, it"
engineering systems analyst,"systems, crm, oracle, web, management, exchange, qa, sql, pl, sql, linux, windows, informatica, applications, system, library"
business intelligence developer,"network, security, it, java, python, apache, software, development"
data scientist,"data intelligence platforms, data analysis, tableau, sql, python, spo, data analytics projects, data model design, corporate strategy, data science"
data scientist,"analytics, data science, data analysis, oracle, python, javascript, google cloud, requirements management"
business intelligence developer,"analytics, r, python, sql, oracle 12c, java, graph db, qlik"
business intelligence developer,"amazon web services, business intelligence, communication"
business intelligence developer,"data analytics, sql, powerapps, powerbi, tableau, alteryx, informatica"
hadoop developer,"google analytic, bi"
data scientist,"software, sql, consult, systems, python"
analytics jobs,"spotfire, powerbi, sql, aws, agile"
hadoop developer,"network, snet, oracle, peoplesoft, sap, middleware, security, software, excel, vbscript, sql, web, api, analysis"
software engineer,"software, business intelligence, python, java, environmental"
software engineer,"software, business intelligence, python, sql, environmental"
business intelligence developer,"tableau, teradata, edi, medicare, medicaid, sql, bteq, business objects, sap bo, sas, agile"
analytics jobs,"adobe analytics, web analytics, jquery, javascript, css, html5"
data scientist,"data warehouse architecture, etl & elt, azure synapse, microsoft sql server, power bi, microsoft ssas, azure sql database, azure data factory, azure data bricks, data lake, azure data warehouse, database administration, data analytics, microsoft certified professional, mct"
chief analytics officer,"javascript, angular, jquery, node.js, adobe analytics, adobe launch, dtm"
decision support manager,"einstein analytics, power bi"
analytics jobs,"ai, ml, analytics, data science, data analysis, wireless communication, telecommunications, advanced analytics, artificial intelligence"
data scientist,"advanced analytics, analytics, apache spark, big data, business partnership, data science, embedded systems, infrastructure, innovation, mapreduce, mentorship, process improvement, python, solid, software, supervision, collaboration, communication"
data reporting analyst,"google analytics, analytics, firebase, firebase analytics, mobile, ios, roid"
analytics jobs,"adobe, google analytics, javascript, sql"
software product manager,"data analytics, supply chain"
integration engineer,"sql, microsoft excel, olap, dce"
information assurance engineer,"javascript, html5, web services, web applications, analytics, saint, jquery, adobe, google, dtm"
information assurance engineer,sql
master data analyst,"google analytics, product development, ux analytics"
solutions architect,"ms sql ssrs, ssas, ssis, powerbi, domo, tableau, azure, hadoop, ml, o365, erp, crm, ms dynamics, data analytics, apache hadoop, analytics, big data, data analysis, microsoft ssas, microsoft windows azure, power bi"
business analyst,"saas, aws, google big querry, b2b, visualization"
data scientist,"analytical, development"
analytics jobs,"adobe analytics, dtm, target, adobe target, analytics, web analytics, web performance optimization"
hadoop developer,"development, it, html, sql, crm, web, system, api"
sql developer,"sdlc, systems, cio, management, java, xml, oracle, linux, web, javascript, api, sql"
business intelligence developer,"angular, spartanburg, sc, perm, fulltime, 105k, 110k, 115k, single page apps, spas, think paid, for certifications, aws, aws certified, front, end development, angular, react, react, spa, related visualization, javascript, architectural decisions, continuous integration, agile development methodologies, scrum, python, developing applications, fintech, centric applications, agile, amazon web services, angularjs, implementation, design patterns, software development, spa, ui, ux, 3k relocation, remote, onsite, nc, tn, ga, fl"
business intelligence developer,"peoplesoft, oracle, cobol, security"
business intelligence developer,"it, development, java, j2ee, c, python"
sql developer,"sales, development, java, j2ee, sdlc, crm, sap, oracle"
sql developer,"architecture, it, test, management, security, web, apache"
business intelligence developer,"management, systems, cio, java, python, sql, security, web, api"
business intelligence developer,"it, development, software, analysis"
business intelligence developer,"javascript, web, test, development, api, sql, systems, cio"
oracle developer,"oracle, performance, it, scripts"
business intelligence developer,"it, development, software, analysis, gps"
hadoop developer,"java, development, j2ee, soap, xml, html, jsp"
business intelligence developer,"application, development, javascript, java, xml, unix"
decision support analyst,"defense systems, vb, .net, java, html, xml, sql, security, windows, foundation, encryption, web, applications"
security architect,"sap s4 hana, sap s4 fice, information security, security"
domain architect,"application, development, architect, management, architecture, apache"
solution manager,"architect, architecture, it, web"
it architecture analyst,"systems, architecture, it, scripts"
it architecture analyst,"application, development, java, python, ux, qa, software"
data migration lead,"architect, architecture, security, cissp"
technical consultant,"endpoint security, solution architectures, operating systems"
business analyst,"agile, best practices, business analysis, business process, business requirements, documentation, facilitation, framework, goal oriented, government, it, it architecture, innovation, joint application design, leadership, mita, mmis, medicaid, operations, pmo, presentations, procurement, professional development, project documentation, requirements traceability, project management, qa, sdlc, status reports, strategy, verification , validation, work ethic, workflow, test scripts, test plans"
business analyst,"agile, business cases, ficial services, functional requirements, it architecture, sprint"
threat analyst,"authorization, least privilege, credential boundaries, kpis, kris, attestation evidence, identity , access management, iam, authentication, mover, leaver, rbac, abac, dbs, unix, it architecture, windows, active directory, sox, pci, powershell, ccsp, cism, cisa, cissp"
it project manager,"agile, automation, budget, communication"
threat analyst,"it, management, cio, systems, system, software, security"
tech intern,"oracle, middleware, soa, lead, mulesoft"
microstrategy architect,"architecture, esb, integration, mulesoft"
java developer,"java, microservices, kafka, mongodb, react, node, mulesoft, mule"
business intelligence developer,"salesforce, mule, software, agile, application"
mule developer,"mulesoft, anypoint studio, mule esb, rest api, api, java, activemq, soa"
sql developer,"mule soft, java , j2ee, jms, ejb, xslt, cxf, mulesoft mm, restful, muleesb, mule api"
mule developer,"sterling oms customization, j2ee, muleesb, mule api, mule cloud hub"
mule developer,".net, api management, restful, mulesoft, oracle, soap, soa, api, esb, java, mule, agile"
mule developer,"api, amazon web services, amazon sqs, sdk, mulesoft, mule, saas, ssl, message queues, integration, salesforce.com, apache activemq, cloud"
mule developer,"mule, esb, java, hibernate"
mule developer,"mulesoft, anypoint studio, mule esb, web services, jira, servicenow, mulesoft 4.x"
mule developer,"integration, api, com, crm, integration architecture, microservices, erp, qa, saas, soap, soa, salesforce.com, restful, mule, mulesoft"
