job_title,required_skills
soa engineer,"quality assurance, testing web applications, sql scripts"
web operations specialist,"agile, ajax, c++, css, development, genetic, git, html, java, jquery, project manager, scrum, soap, sql, tdd, xml"
security engineer,"application security reviews, vulnerability analysis, secure code reviews, java or c, vulnerability analysis, secure code reviews, java or c, c++ or c#"
sharepoint developer,"business requirements, c#, css, database, development, flash, html, javascript, jquery, management, mcse, user interface, xml"
web developer,"java, j2ee, jsp, ejb, struts, xml"
network engineer,"network design, technical review"
software engineer,"algorithms, architecture, mysql, mysql, ruby, sql"
threat analyst,"agile, analysis, analytical"
aix administrator,"citrix, xenapp, xendesktop, virtualization, web interface"
application support manager,"analysis, development, git, iis, iterative, j2ee, java, jenkins, lifecycle, management, middleware, scripts, unix"
security incident response engineer,"ruby on rails, nosql databases, restful api development, tdd, amazon web services, nosql databases, restful api development, tdd, amazon web services, git"
it project manager,"agile, architecture, development, genetic, hardware, management, microsoft project, pmp, project management, security, supervision"
data manager,"agile, analysis, analytical"
systems administrator,"ada, database, exchange, help desk, linux, management, security, solaris, sql, sql server, supply chain, windows"
systems engineer,"linux, web host. storage, f5 bigip. mysql, db2"
web developer,"css, html, javascript, mura, java, apis , css, html, javascript, mura, java, apis"
business intelligence developer,fullstack
crm consultant,pbsmartcodes
business analyst,"analysis, customer service, excel, management, materials, powerpoint, security"
game designer,"analysis, development, dreamweaver, management, materials, multimedia, quality assurance, security"
data steward,jd edwards
business intelligence analyst,"sql, oracle, db2, sybase, jenkins, oracle, db2, sybase, jenkins, qtp 10"
information assurance engineer,"autocad, p&id, p&id"
software engineer,"c#, c++, python, .net, opengl, wcf, mvc, mvvm, html, javascript, linux, windows, c++, python, .net, opengl, wcf, mvc, mvvm, html, javascript, linux, windows, data, intensive applications"
software engineer,".net, asp, asp.net, css, database, development, genetic, html, javascript, management, sql"
cobol programmer,"qt, c++, c#"
software engineer,based on experience
devops engineer,"aws, cloudformation, puppet, go , aws, cloudformation, puppet, go"
data architect,d.c.
php developer,"javascript , jquery , ajax, html5, css, php5, mysql, symfony2 , javascript , jquery , ajax, html5, css, php5, mysql, symfony2"
business intelligence developer,"javascript, html5, css3, react.js, bottle, flask, node.js, angularjs, python, apache, mysql , javascript, html5, css3, react.js, bottle, flask, node.js, angularjs, python, apache, mysql"
technical manager,"agile, scrum, software, sdlc, release, delivery"
soa engineer,"quality assurance, selenium"
hadoop developer,".net, asp, asp.net, css, html, java, jsp, management, pl, sql, sql, unix, xml"
graphic design intern,"rf design, small cell, atoll, siterra, lte, 4g, optimization"
imaging specialist,"analysis, cissp, database, development, iso, management, project management, security, tcp, ip, windows"
analytic programmer,"c++, database, development, genetic, management, quality assurance, sql, supervision, unix"
data processor,"database, development, genetic, iso, management, protocols, sales, security"
help desk jobs,"ada, database, help desk, management, security, technician, windows"
java developer,"java, java servlet, javabean, ejb, oo design, html, sql or oracle."
devops jobs,"devops, develop, deploy, build, maven, jenkins, agile, continuous integration, git, jira, rally, webspehere"
software engineer,"agile, analytical"
data manager,"big data, hadoop, relational database, data warehouse, oracle, db2, sql servers, teradata, hbase, hive, hortonworks, cloudera, mapr, amazon web services, microsoft, pmp"
linux system administrator,"redhat linux, virtualization, tcpip , dns required, netapp"
devops engineer,"devops, linux, jenkins, ci, agile, java, ecommerce"
web analyst,"adobe, css, development, dreamweaver, ide, javascript, jquery, management, oop, perl"
information security analyst,"architecture, cissp, development, management, networks, security, sox"
business intelligence developer,"devops, cloudops, mysql, nosql, containerization, mobile app development, python, php , devops, cloudops, mysql, nosql, containerization, mobile app development, python, php"
hadoop developer,"identity , access management products , access management, sso, federation , approval workflows, task definition, endpoint acquisition"
php developer,"php, angular, javascript"
reporting analyst,"ada, ccna, database, excel, management, metrics, security, sql, vba"
network engineer,"ada, database, hardware, mcse, perl, powershell, security"
cms expert,enterprise search
storage engineer,"san environment, san fabric architecture, performance management, volume management, storage area network, storage, brocade"
ux designer,"autocad, photometric software, skm dapper , dsa experience , autocad, photometric software, skm dapper , dsa experience"
it project manager,"adobe, analysis, business requirements, excel, management, metrics, powerpoint, project management, risk management, supervision, validation"
java developer,"agile, apache, automated, development, j2ee, java, jdbc, metrics, sql, tibco"
tech support jobs,"analysis, apache, architecture, business requirements, cisco, development, disaster recovery, hardware, linux, management, mathematical, middleware, oracle, project management, scientific, switches, windows"
information assurance engineer,"agile, analysis, automated, case, development, diagnostic, genetic, html, javascript, lifecycle, metrics, oracle, pl, sql, quality assurance, release, scripts, specification, sql, supervision"
application analyst,"analysis, development, genetic, management, scripts"
integration engineer,"architecture, case, database, development, genetic, java, middleware, unix, vmware, windows"
software engineer,"agile, analysis, angularjs, architecture, automated, css, database, data collection, development, genetic, html, java, javascript, jquery, pl, sql, re, scientific, scripts, soap, sql"
web developer,"asp.net, php"
software engineer,"analysis, roid, automated, css, development, genetic, html, java, javascript, jquery, management, mobile application development, pc, scripts, soap, user interface"
software engineer,"ood, c++ or java, hardware , software interfaces"
web analyst,"analyst , asp , javascript , vba , excel , sql , asp.net"
application support analyst,"windows admin, database, server, proxy, desktop support"
data architect,"geospatial, spatial, metadata, big data, etl platforms, nosql, linux"
net developer,"c#, asp.net, restful api, object, oriented design, networking protocols, websockets, solid principles, client , server, oauth2, agile , c#, asp.net, restful api, object, oriented design, networking protocols, websockets, solid principles, client , server, oauth2, agile"
information systems technician,"statistics, aml, spanish"
java developer,"analysis, architecture, database, db2, development, ejb, j2ee, java, jsp, management, oracle, shell script, sql, sybase, uml, unix, xml"
software engineer,"analysis, db2, genetic, html, java, javascript, linux, management, security, sql, unix, xml, xsl"
network management specialist,"lan, wan, cisco, asr routers, sourcefire, ccnp"
software engineer,"business requirements, database, development, genetic, iso, management, qa, sei, sql, sql server, xml"
network security engineer,"java, j2ee, hibernate, mysql, eclipse , java, j2ee, hibernate, mysql, eclipse"
security engineer,"analysis, cissp, development, hadoop, hardware, java, javascript, lifecycle, metrics, perl, python, scrum, sdlc, security, sun, unix, video, windows"
business analyst,configuration experience
threat analyst,"analysis, excel, library, microsoft excel, powerpoint, sales"
data scientist,"sql, ms sql server, java , hadoop, restful web services, j2ee, hibernate"
business analyst,"dynamics ax, erp systems , implementation process"
security engineer,"analysis, application servers, architecture, genetic, hardware, linux, management, sdlc, security"
sql developer,mi:: contract
database administrator,"sql, sql server 2014"
web operations specialist,"css, development, genetic, html, jquery, libraries, lifecycle, management, ux, web design"
data architect,"analysis, architecture, business intelligence, customer service, data analysis, data architecture, database, development, genetic, management, security"
business intelligence analyst,"analysis, business requirements, customer service, development, excel, ibm, management, ms office, outlook, powerpoint, sales, security"
crm consultant,"required, must have"
release engineer,"application servers, architecture, configuration management, development, disaster recovery, genetic, git, hardware, java, linux, management, middleware, python, release, security, unix"
php developer,"development, javascript, php"
software engineer,".net, agile, architecture, development, e, commerce, mongodb, scrum, sql, sql server, xml"
network engineer,"escalation support, virtualization, linux"
business intelligence developer,"c++, ms sql server"
business intelligence developer,"javascript, mysql, c++, c#, .net, full sdlc, oracle, wps, architecture, mysql, c++, c#, .net, full sdlc, oracle, wps, architecture, database design"
business intelligence manager,"linux, vmware, xen, management, bash, python, ruby, etc, puppet, chef, aws, paas , iaas , linux, vmware, xen, management, bash, python, ruby, etc, puppet, chef, aws, paas , iaas"
technical program manager,"pmp, pgmp"
financial systems analyst,reconciliation
it project coordinator,"jira, underst, e, commerce, content management, personalization"
threat analyst,"analysis, architecture, change management, cissp, database, development, forth, genetic, iso, management, risk management, security"
hadoop developer,"test  , deploy or implement  , sdlc"
ux designer,"ui, ux design"
business intelligence developer,"roid, architecture, css, development, html, ios, javascript, release, ux"
systems administrator,"linux, unix, redhat enterprise linux, centos, configuartion management, ansible, chef, puppet, python, ldap"
devops engineer,"agile, automated, configuration management, development, genetic, git, hadoop, linux, management, mongodb, nosql"
systems engineer,"aix, as400, hardware, ibm, linux, vm"
data manager,"salesforce, implementation"
information security analyst,"architecture, cissp, iso, management, risk management, security"
ios developer,"angularjs, automated, css, development, foundation, git, gui, html, javascript, jquery, libraries, management, user interface, version control"
data analyst,"analysis, architecture, customer service, data analysis, data architecture, database, data warehouse, dba, development, erwin, genetic, management, oltp, security"
hadoop developer,"html5, css3, javascript, requirejs, knockoutjs, sass , html5, css3, javascript, requirejs, knockoutjs, sass"
software development coordinator,"configuration management, hp, alm, sql queries, test plans"
business intelligence developer,"java, hadoop, hibernate, java ide, soa, webservices"
security engineer,"ibm webseal, ibm directory server, data encryption, software development java , javascript , ibm directory server, data encryption, software development java , javascript , unix"
business systems analyst,".net, analysis, architecture, business requirements, change management, customer service, development, java, lifecycle, management, ms office, peoplesoft, project management, qa, sdlc, security, sql, video"
crm consultant,architect or lead
data manager,"asis, electrical engineer , asis"
technical manager,"microservices, agile, ios"
analytics jobs,"adobe, analysis, business intelligence, data collection, sales, video"
threat analyst,"analysis, genetic, gui, management, materials, scripts"
emr specialist,"exchange, management"
data architect,"wireframes, user experience architect, photoshop, axure, visio, balasmiq, adobse cs, omnigraffe , wireframes, user experience architect, photoshop, axure, visio, balasmiq, adobse cs, omnigraffe"
net developer,".net, c#, agile, scrum environment, commercial software, computer science, algorithms , .net, c#, agile, scrum environment, commercial software, computer science, algorithms"
crm consultant,"business intelligence, microstrategy architect, sql"
security engineer,"cisco, dns, firewall, hardware, http, routers, security, switches, vpn, wan"
data scientist,"python, c, c++, security, apache spark, kafka, elasticsearch, mongodb , python, c, c++, security, apache spark, kafka, elasticsearch, mongodb"
java developer,"java, j2ee, mybatis"
information assurance engineer,"ajax, angularjs, flowchart, git, j2ee, java, javascript, jquery, perl, qa"
help desk jobs,"sccm, osd, sus, wsus, emts, dameware, remedy, microsoft active directory."
software engineer,"c#, .net, asp.net web api, cloud infrastructure management, azure, angularjs, scalability, .net, asp.net web api, cloud infrastructure management, azure, angularjs, scalability, startup experience"
gis administrator,"agile, architecture, cisco, development, disaster recovery, management, mcse, networks, security, switches, vmware, windows"
network engineer,"ccna, ccnp, brocade certified professional, installation, maintece"
software engineer,".net, sql, wpf, c# , .net, sql, wpf, c#"
technical support specialist,"antivirus, desktop support, dns, hardware, help desk, laptop, peripheral, technician, windows, wireless, wsus"
information management specialist,"python, sql , shell scripting. linux, c++, nagios, puppet, jira, jenkins, collectd"
hadoop developer,"c#, .net, sql server, tsql, web , mobile development"
business intelligence analyst,"analysis, analytical"
crm consultant,"big data, hadoop, data management solutions, pre, sales, technical sales, etl, rdbms, replication, cloud technology"
director decision support,"ts clearance, mdm, blackberry, mobile support"
technical jobs,"architecture, cissp, development, management, mobile development, security"
information assurance engineer,"oracle dba, sql dba, database system assessments, database vulnerability , operational risk assessments, technical debt, system optimization"
business intelligence developer,"adobe, aem, cq, cq5, cq6"
gis administrator,"coldfusion, splunk, oracle"
security administrator,"oracle fusion middleware, installations, configuration, oracle identity , access management suite, soa , system of architecture, installations, configuration, oracle identity , access management suite, soa , system of architecture"
business intelligence developer,"xamarin, c#, .net, xamarin mobile frameworks, c#, wpf, mvvm, xaml , xamarin, c#, .net, xamarin mobile frameworks, c#, wpf, mvvm, xaml"
help desk jobs,"customer service, hardware, help desk, pc, peripherals, technician"
data manager,"acl, architecture, cisco, development, dns, firewall, genetic, hardware, http, ios, lifecycle, linux, management, networks, perl, protocols, python, routers, security, sql, wan"
ios developer,"html, css, javascript"
technical support specialist,"networking technologies, framemaker , or acrobatpro"
information assurance engineer,c#
business analyst,"analysis, architecture, business requirements, data analysis, database, development, excel, management, materials, metrics, project management, qa, quality assurance, release, risk management, specification, sql, validation"
business intelligence developer,"python, sql, angularjs"
data architect,"architecture, bi tools, business intelligence, business objects, data architecture, database, epic, python, sap, sas, sql"
threat analyst,"scientific tests, excel, matlab, python, high pressure environment, clinical weather observations"
web developer,"php, mysql, html, css, 3rd party api, seo, mongodb , php, mysql, html, css, 3rd party api, seo, mongodb"
javascript developer,"analysis, development, hardware, html, javascript, linux, nosql, testing, unix, ux"
net developer,"business intelligence, c#, database, development, foundation, informatica, management, sql, sql server"
network engineer,"analysis, architecture, ccnp, cisco, development, genetic, management, metrics, networks, security, switches"
gis administrator,"analysis, architecture, configuration management, development, linux, management, middleware, scripts, unix, web servers"
software engineer,"distributed systems, storage experience, sql, nosql, storage experience, sql, nosql"
vp software,"agile, analysis, data analysis, db2, development, genetic, java, management, mobile development, project management, release, scrum, sdlc, supervision"
business analyst,"agile, analysis, architecture, business requirements, case, development, environmental, genetic, lifecycle, management, metrics, project management, uml, use case"
application analyst,"analysis, business requirements, data analysis, development, genetic, html, java, management, sql, visual basic"
business intelligence developer,"cloud, interactive voice, call flows"
application support manager,analytical
software engineer,"jvm, clojure, aws, ci, rabittmq, postgressql"
business intelligence manager,analytical
chief data officer,"sap, fi, co, fico, sd, fice"
business intelligence developer,"biztalk, ssrs. ssis , relational databases oracle, sql, web service development, c#"
technology officer,"customer service, database, development"
tech intern,"customer service, desktop support, hardware, help desk, peripheral, technician, windows, windows 7"
data migration lead,"extjs lead, jquery, javascript, sencha"
data scientist,"javascript, prototyping languages python, r, javascript, prototyping languages python, r, java or scala"
business intelligence developer,"architectural patterns, angularjs, reactjs, software apis, html5, css3, ui development, ficial services, es6 , angularjs, reactjs, software apis, html5, css3, ui development, ficial services, es6 , es2015"
data manager,"c, jee development"
software engineer,"java, scala, sql, nosql, algorithms, data manipulation, python, cass, ra, hadoop, rest , java, scala, sql, nosql, algorithms, data manipulation, python, cass, ra, hadoop, rest"
help desk jobs,"cisco, customer service, groupware, hardware, help desk, outlook, windows"
software engineer,"agile, analysis, angularjs, automated, css, development, html, javascript, jquery, scientific, scripts, sql"
big data engineer,"agile, database, development, genetic, hadoop, java, management, mongodb, nosql, sql"
sql developer,"peoplesoft erp, sql, peopletools 8.54, hr 9.2, human resources 9.2, fice 9.2, fin 9.2, code reviews, design reviews"
tech support jobs,"ibm mdm, java, j2ee , web services, systems analysis, data conversion"
business analyst,"business process analyst, business requirement document, brd, analysis, jad, joint application session, ms, visio"
business intelligence developer,"python, mysql, api, javascript, django , python, mysql, api, javascript, django"
business intelligence manager,"ssis, etl, ssrs, sql, jira, active directory, tech support, etl, ssrs, sql, jira, active directory, tech support, it hardware"
business intelligence developer,"python, django, ruby, java, javascript, angularjs, security , python, django, ruby, java, javascript, angularjs, security"
health systems analyst,"business analysis, systems analysis, project management, infrastructure, information technology"
network security engineer,citrix 6.5
chief technology officer,"linux, bash, python, redhat, centos, php, mysql, cisco, lemp, lamp, vcs, scm systems, agile, scrum , linux, bash, python, redhat, centos, php, mysql, cisco, lemp, lamp, vcs, scm systems, agile, scrum"
it project manager,"risk, mba, metrics, data analysis"
data processor,"digital production, international news, news writing , news digital platforms, manage online content , digital production, international news, news writing , news digital platforms, manage online content"
implementation director,"saas experience, fintech industry experience, html, css, managing teams, apis, fintech industry experience, html, css, managing teams, apis, excel"
business intelligence developer,"front, end development, ux design, html5, css, object oriented javascript, angular, emberjs, restful apis, ux design, html5, css, object oriented javascript, angular, emberjs, restful apis, web frameworks"
business analyst,"qa, talent management"
decision support analyst,"windows, active directory"
information assurance engineer,"plc, allen bradley, allen bradley, ladder logic"
technical service representative,"crm, development, networks, sales"
backend developer,"c#, .net, .net, c#, visual studio, sql, tsql, mysql, azure, reactjs , c#, .net, .net, c#, visual studio, sql, tsql, mysql, azure, reactjs"
it auditor,"associates degree preferred, oshpd dsa , oshpd dsa , parking structure experience"
security engineer,"mobile app security, security bug categories, java, obj, c, c++, security bug categories, java, obj, c, c++"
imaging specialist,"ccna, development, forth, frame relay, genetic, hardware, help desk, management"
business intelligence developer,"marklogic, api, xquery, xslt"
network engineer,"api, hadoop, linux, management, metrics, mysql, mysql, oop, python, ruby, security"
business intelligence developer,"c#, wpf, wcf , entity framework"
software engineer,"object oriented design, ruby, c++, java, c#, mysql, nosql, mongodb, cass, ra, ruby, c++, java, c#, mysql, nosql, mongodb, cass, ra, linux"
business intelligence developer,"php, symfony, javascript, lamp, mobile application, restful apis, rdbms , php, symfony, javascript, lamp, mobile application, restful apis, rdbms"
big data engineer,"saas, web applications, c#, .net, mvc, soap, saas, web applications, c#, .net, mvc, soap, wcf"
computer technician,ase certification
business intelligence developer,"magento, e, commerce, lamp stack development, magento eav, mysql, javascript, html, css, ajax, json, rest apis, git , magento, e, commerce, lamp stack development, magento eav, mysql, javascript, html, css, ajax, json, rest apis, git"
tech support jobs,"business requirements, customer service, forth, genetic, hardware, help desk, management, supervision"
network security engineer,"java, backend, database , rdbms, full, stack, mongo, nosql, some mobile, agile, devops , java, backend, database , rdbms, full, stack, mongo, nosql, some mobile, agile, devops"
devops engineer,"vmware, chef, automation, windows systems administration, powershell, relational databases , vmware, chef, automation, windows systems administration, powershell, relational databases"
aix administrator,"citrix , vmware , active directory"
business analyst,disaster recovery process
software test engineer,"ate, c, c++, electronics test equipment , ate, c, c++, electronics test equipment , methods"
big data engineer,"python, hadoop, hadoop, data science"
java developer,"java, j2ee, hibernate, mysql, html5, javascript, css3, web , enterprise automation , puppet , chef ++, ards ++ , java, j2ee, hibernate, mysql, html5, javascript, css3, web , enterprise automation , puppet , chef ++, ards ++"
software engineer,"node.js, socket.io, angular, c, c++, linux, postgresql, embedded systems, building restful apis, cloud azure, aws, gcp, etc. , node.js, socket.io, angular, c, c++, linux, postgresql, embedded systems, building restful apis, cloud azure, aws, gcp, etc."
net developer,"c#, asp.net, javascript , jquery, sql, .net , c#, asp.net, javascript , jquery, sql, .net"
software engineer,"ruby , javascript, reactjs, bootstrap, linux , ruby , javascript, reactjs, bootstrap, linux"
business intelligence developer,"php, css, html5, javascript, css, html5, javascript, restful services"
network security engineer,"crestron certification, cts, cts"
security engineer,"cisco asa firewalls, vpn, routers, ssl, tls, ips, vpn, routers, ssl, tls, ips, ids"
tech support jobs,"analysis, automated, development, disaster recovery, forth, genetic, hardware, help desk, linux, management, mysql, mysql, oracle, sql, sql server, windows"
ios developer,"ios development, objective, c, swift, roid, java, roid sdk, objective, c, swift, roid, java, roid sdk, xcode"
firmware engineer,"c++, linux, embedded systems, leadership, python , c++, linux, embedded systems, leadership, python"
reporting analyst,"analysis, customer service, data analysis, excel, forth, genetic, help desk, management, powerpoint, sas, sql"
systems engineer,"cisco, tcp, ip, lan, wan , cisco, tcp, ip, lan, wan"
security architect,"architect, security, azure, amazon web services, aws, vpn"
enterprise data architect,"cirtix , vdi technology architect, experience"
net developer,".net, sql"
information security analyst,"iso 27001, iso 27002, risk remediation, hipaa, sans, owasp, ferpa, pci dss, cissp, cisa"
technology officer,"customer service, database, development, http, management, materials, video"
software engineer,"angular.js, jquery, javascript, karma, mocha, restful apis, css3, ajax, aws, python , angular.js, jquery, javascript, karma, mocha, restful apis, css3, ajax, aws, python"
software engineer,"clojure, java, c++, relational databases, sql, documenting database, mongodb , clojure, java, c++, relational databases, sql, documenting database, mongodb"
scientific programmer,"pcf, java, websphere, oracle"
php developer,"php, javascript, css, jquery, mysql , php, javascript, css, jquery, mysql"
big data engineer,"plc, hmi, robotics, hmi, robotics, allen bradley"
net developer,"salesforce.com, sharepoint 2010, end, user support , apex, visualforce, triggers, salesforce reporting , dashboards, sharepoint site templates, sql, creating , maintaining sql databases, create, .net, sql , salesforce.com, sharepoint 2010, end, user support , apex, visualforce, triggers, salesforce reporting , dashboards, sharepoint site templates, sql, creating , maintaining sql databases, create, .net, sql"
hadoop developer,"wms, manhattan wmi, configuration of package, system test, integration, iseries, manhattan wmi, configuration of package, system test, integration, iseries"
net developer,".net, c#, asp, ecommerce, e, commerce"
information systems technician,"analysis, business requirements, change management, configuration management, customer service, datastage, data warehouse, development, forth, genetic, help desk, informatica, management, metrics, outlook, project management, release, sdlc, teradata"
software engineer,"windows, win32, c#, c, c++, oop, ood, kernel, win32, c#, c, c++, oop, ood, kernel, driver development"
network security engineer,"java, mvc framework, rest apis, deadlines, software life cycle, agile methodology, github, spring , java, mvc framework, rest apis, deadlines, software life cycle, agile methodology, github"
big data engineer,"c++, big data, c++, hadoop, spark, parquet, linux, linux operating system, c, python , c++, big data, c++, hadoop, spark, parquet, linux, linux operating system, c, python"
supervisory it specialist,"windows programs management, systems administration, osx , apple programs management, cisco phones, systems administration, osx , apple programs management, cisco phones, voip shoretel"
data migration lead,"agile, development, git, hudson, j2ee, java, linux, scripts, source code"
business intelligence developer,"python, django, aws, ruby, mysql, nosql , python, django, aws, ruby, mysql, nosql"
it auditor,"architecture, cio, database, forth, genetic, help desk, management, networks, nosql, sql, vmware"
network engineer,"f5, firewalls, fortinet, mpls configuration, bgp, eigrp, wan, data center management, infrastructure design, implementation, management , f5, firewalls, fortinet, mpls configuration, bgp, eigrp, wan, data center management, infrastructure design, implementation, management"
sharepoint developer,"sailpoint, identity access management, ping identity, sailpoint iiq, perl, shell, java, cyberark, identity goverce , administration, federation, sso , sailpoint, identity access management, ping identity, sailpoint iiq, perl, shell, java, cyberark, identity goverce , administration, federation, sso"
sql developer,"c#, vb.net, mvc, ood, sql server, javascript, jquery, knockout, angularjs , c#, vb.net, mvc, ood, sql server, javascript, jquery, knockout, angularjs"
security engineer,"amazon aws, cloud, based authentication, pki, based systems, tls deployments, tcp, amazon aws, cloud, based authentication, pki, based systems, tls deployments, tcp"
software engineer,"java, c++, oop , java, c++, oop"
sql developer,"etl, ssis, sql server, mysql, healthcare applications, payer claims, agile, xml, json, database tuning , etl, ssis, sql server, mysql, healthcare applications, payer claims, agile, xml, json"
sql developer,"xml, xsl , xpath, asp.net , c# , mvc 4+ , linq, sql , t, sql, ajax , javascript , jquery , json, xhtml , dhtml , css , bootstrap, rest , soap , web services, microsoft visual studio, microsoft sql server, agile , xml, xsl , xpath, asp.net , c# , mvc 4+ , linq, sql , t, sql, ajax , javascript , jquery , json, xhtml , dhtml , css , bootstrap, rest , soap , web services, microsoft visual studio, microsoft sql server, agile"
business intelligence developer,"magento, php, mysql, node.js, javascript, html5, css, jquery, rest, php, mysql, node.js, javascript, html5, css, jquery, rest, soap apis"
devops engineer,"aws, python, powershell, bash , aws, python, powershell, bash"
network security engineer,"objective, c, swift, xcode, ios development, swift, xcode, ios development, oo design"
business intelligence developer,"perl, linux, aws"
incident manager,"network cyber incidents, cyber trend analysis, cnd, ci coordination, malware analysis, cyber trend analysis, cnd, ci coordination, malware analysis, email security"
information assurance engineer,"javascript, react.js, html5, css3 , javascript, react.js, html5, css3"
software engineer,"python, golang, golang, open source"
business intelligence analyst,"change management, customer service, development, excel, management, materials, outlook, project management, security, validation"
firmware engineer,"firmware, embedded systems, rtos, c, c++, embedded systems, rtos, c, c++"
network security engineer,"java, restful web services, jee, mvc, javascript, unix, linux, sql , java, restful web services, jee, mvc, javascript, unix, linux, sql"
big data engineer,"sql, nosql, etl, hadoop, spark, apache, mongodb, aws , plus, sql, nosql, etl, hadoop, spark, apache, mongodb, aws , plus, python , plus"
java developer,"java, xml, websphere application server, j2ee, rdbms , java, xml, websphere application server, j2ee, rdbms"
network engineer,"automated testing environment , tfs, scripting; back, end"
devops engineer,"linux, python or ruby, devops, chef, elasticsearch, logstash, kibana, rabbitmq, smartcell, kvm, jira, confluence, puppet, python , linux, python or ruby, devops, chef, elasticsearch, logstash, kibana, rabbitmq, smartcell, kvm, jira, confluence, puppet, python"
microstrategy architect,".net, j2ee, vmware, cloud migration, virtualization , .net, j2ee, vmware, cloud migration, virtualization"
information assurance engineer,"plc, allen bradley, hmi, siemens, mitsubishi, i, o, cad, profibus, ethernet, allen bradley, hmi, siemens, mitsubishi, i, o, cad, profibus, ethernet"
security architect,"system design architect, cissp required, real, time streaming infrastructures, distributed systems, algorithms , system design architect, cissp required, real, time streaming infrastructures, distributed systems, algorithms , data structures"
information assurance engineer,"power generation, turbine, generators, auxiliary, nec, nfpa 70e, scada systems , power generation, turbine, generators, auxiliary, nec, nfpa 70e, scada systems"
business intelligence developer,"unity 3d, virtual reality, vr, game development, c#, asp.net, unity engine, streamvr, virtual reality, vr, game development, c#, asp.net, unity engine, streamvr, ps, vr sdk"
systems administrator,"windows 7, maintaining a lan, cisco firewalls, level iii support, windows server , desktop, maintaining a lan, cisco firewalls, level iii support, windows server , desktop"
data architect,"java, soap, restful, aws, openstack , java, soap, restful, aws, openstack"
cms expert,"agile, architecture, development, ibm, lifecycle, management, pmp, project management, rational, scrum, security"
emr specialist,"analysis, database, excel, outlook, peoplesoft, windows"
business intelligence developer,"java, c++, linux, opengl, qt, openmp , java, c++, linux, opengl, qt, openmp"
information assurance engineer,"concept, feasibility, production stages, solidworks , concept, feasibility, production stages, solidworks"
big data engineer,"java, scala, scm, unit tests, sql, nosql, algorithms, data manipulation, python, cass, ra, hadoop , java, scala, scm, unit tests, sql, nosql, algorithms, data manipulation, python, cass, ra, hadoop"
web developer,"javascript, angular, less, sass, html5, css3, c# , javascript, angular, less, sass, html5, css3, c#"
business intelligence developer,"javascript, html, css , javascript, html, css"
business intelligence developer,"oracle, datastage, data stage, initiative, business, pl, sql, sql, qualitystage, quality stage, etl, tools, ebs, salesforce, db2, netezza, ibm, xml, soa, sdlc, agile"
net developer,"c#, winforms, sql server, agile"
computer networking instructor,"f5 networks ltm, gtm, checkpoint firewall, cisco sourcefire ids, ips, bluecoat proxy."
peoplesoft jobs,"ps hcm 9.1, peopletools 8.51, techno, functional, component interfaces, sqr processes , documentation, new benefit programs , vendors"
java developer,"agile, architecture, automated, development, encryption, j2ee, java, libraries, linux, object oriented design, oracle, quality assurance, security, unix"
information systems technician,"adobe, as400, hardware, ms office, switches, technician, windows, windows 7"
security architect,"analysis, architecture, development"
web developer,"3d, agile, roid, api, css, development, html, ios, javascript, management, mobile development, ux"
game designer,"adobe, analysis, development, multimedia, web design"
security architect,analytical
software product manager,"architecture, b2b, development, edi, management, middleware, release, web methods"
application manager,"analysis, architecture, change management, development, excel, lifecycle, management, microsoft excel, microsoft word, outlook, powerpoint, project management, qa, risk management, sales, sdlc"
big data engineer,"2d, 3d, autocad, hardware, materials, mechanical, mechanical design, ms office"
database administrator,"database, database administration, development, sql"
network engineer,"agile, architecture, cisco, cto, development, foundation, hardware, lan, linux, management, networks, protocols, routers, security, switches, wan"
help desk internship,"as, 400, citrix, exchange, hardware, help desk, ivr, jdedwards, mcp, pbx, sms, windows, windows 7"
it project coordinator,"database, excel, oracle, salesforce, sql, teradata"
oracle dba,"salesforce  , visualforce  , apex  , salesforce.com"
ios developer,"analysis, development, ios, mobile development, objective c"
network engineer,"cloud  , python  , unix or linux"
business intelligence developer,".net, analytical"
solutions architect,".net, agile, architecture, asp, asp.net, case, development, iis, lifecycle, scrum, sql, sql server, vb, web servers, windows"
systems engineer,"contract independent, contract w2"
information security analyst,"wireless, lte, telecommunications"
net developer,".net, ado, architecture, asp, asp.net, css, database, development, foundation, javascript, jquery, management, sql, sql server"
business intelligence manager,"environmental, management"
security architect,"angularjs, api, architecture, case, java, jenkins, management, mongodb, nosql"
business intelligence developer,"contract independent, contract w2"
mule developer,"architecture, development, ios"
integration engineer,scripts
scientific programmer,"agile, development, jquery, oracle, sql, ups"
it project manager,"where the best , oaks"
security researcher,"customer service, excel, materials, powerpoint"
microstrategy architect,"ariba, b2b, css, development, e, commerce, ecommerce, html, ibm, j2ee, java, javascript, jsp, management, oracle, solr, source code, sql, subversion, websphere, xml"
systems administrator,"linux, sql, unix, windows"
automation application engineer,"api, qa"
information assurance engineer,"development, mechanical, validation"
microstrategy architect,"microstrategy or mstr  , sdk  , java  , javascript or jquery"
microstrategy architect,"architecture, data architecture, development, management, metrics, networks, project management"
director software,"citrix, exchange, windows"
systems administrator,"cisco, disaster recovery, exchange, hardware, linux, management, networks, pc, vmware, windows"
sql dba,"database, database administration, dba, linux, management, solaris, sql, sql server, vmware"
