search_title,job_title,required_skills
Business+Intelligence+Developer,SQL Server Business Intelligence Developer,SSIS
Business+Intelligence+Developer,Business Intelligence Developer,"Business intelligence, Analytics, DQM, Data modeling, Data management, Microsoft Power BI, Microsoft SQL Server, Microsoft SSRS, Microsoft SSAS, Data warehouse, ETL, Microsoft SSIS, Reporting"
Business+Intelligence+Developer,Epic Business Intelligence Developer,"Acquisition, Agile, Analytics, Automation, BI architecture, Business intelligence, Business partnership, Computer science, Counseling, Cubes, Data QA, Data flow, Data governance, Data modeling, Documentation, Education, Energy, Epic, Health care, IT, IT management, Informatics, Insurance, Jersey, Leadership, Mobile, PCMH, Partnership, Performance improvement, Pharmacy, Product owner, QA, Reporting, SAP, SAP BASIS, Screening, Scrum, Software, Solution delivery, Specification, Spectrum, Supervision, Test plans, Training, Universe Designer"
Business+Intelligence+Developer,Business Intelligence Developer,"Business Intelligence, Developer, Web, Business Objects, IT, SAP, Teradata"
Business+Intelligence+Developer,The Senior Business Intelligence Developer,"Business Intelligence, Developer, PL/SQL, Python, Data Warehouse, Management, Oracle, SAP, Informatica, Business Objects, Quality, Validation"
Business+Intelligence+Developer,Sr. Business Intelligence Developer,"Business Intelligence, Data WareHouse, SQL, ETL, Microstrategy, MSSQL databases, SSIS, Informatica, Alteryx, Tableau, Qlik, PowerBI, MSTR"
Business+Intelligence+Developer,"Sr Business Intelligence Developer, EPIC Certified","Analytics, BSC, Business acumen, Business analysis, Business intelligence, Communication skills, Computer science, Cubes, Data analysis, Data mining, Data warehouse, Database, Dimensional modeling, ETL, Engineering, Epic, Framework, MicroStrategy, Microsoft Power BI, Microsoft SSIS, Microsoft SSRS, OBIEE, OLAP, Problem solving, Reporting, SQL, Science, Specification, Technical writing, Troubleshooting, Unit testing"
Business+Intelligence+Developer,Sr. Business Intelligence Developer (100% Full Remote),"Agile, Business requirements, Consulting, DAX, Dashboard, Data integration, Data modeling, Data warehouse, Database, Microsoft Power BI, Microsoft SQL Server, Migration, PowerPivot, RDBMS, Reporting, Software development, Stored procedures, Transact-SQL, Transformation, Translation, Visualization, Upgrades"
Business+Intelligence+Developer,Business Intelligence Developer,"SSRS, SSIS, PowerBI"
Business+Intelligence+Developer,Data Warehouse and Business Intelligence Developer,Data Warehouse and Business Intelligence Developer
Business+Intelligence+Developer,Business Intelligence Developer/Tableau & SQL,"Business Intelligence, Developer, SQL, IT, ISO"
Business+Intelligence+Developer,MS Business Intelligence Developer,"Business intelligence, Data modeling, Data warehouse, Microsoft BI, Microsoft Power BI, Microsoft SSAS, Microsoft SSIS, Microsoft SSRS"
Business+Intelligence+Developer,Business intelligence Programmer,"html5, programmer, fusion charts"
Business+Intelligence+Developer,Business Intelligence Developer,
Business+Intelligence+Developer,Business Intelligence Developer,"Qlik Sense, Health care, SQL, Reporting"
Business+Intelligence+Developer,Business Intelligence Developer,"BI, SQL"
Business+Intelligence+Developer,Business Intelligence Developer,"MicroStrategy, BI, .net, C#, T-SQL, JSON"
Business+Intelligence+Developer,Epic Business Intelligence Developer - REMOTE WORK!,"Acquisition, Agile, Analytics, Automation, BI architecture, Business intelligence, Business partnership, Computer science, Counseling, Cubes, Data QA, Data flow, Data governance, Data modeling, Documentation, Education, Energy, Epic, Health care, IT, IT management, Informatics, Insurance, Jersey, Leadership, Mobile, PCMH, Partnership, Performance improvement, Pharmacy, Product owner, QA, Reporting, SAP, SAP BASIS, Screening, Scrum, Software, Solution delivery, Specification, Spectrum, Supervision, Test plans, Training, Universe Designer"
Business+Intelligence+Developer,Role : Business Intelligence developer / Cognos Developer,"IBM Cognos, Jira methodologies, Agile"
Business+Intelligence+Developer,Lead Application Developer,"Lead application developer, lead business intelligence Developer, lead reporting developer, pl/sql developer, application development manager. .net developer, software developer, oracle developer"
Business+Intelligence+Developer,Senior Application Software Engineer (Business Intelligence),"Application, Software, Engineers, Computer, SQL, Business Intelligence, Business Objects, Cognos, Oracle, SAS, UNIX, Teradata"
Business+Intelligence+Developer,Senior Data Engineer - Business Intelligence,"Data Warehouse, Business Intelligence, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Developer,Business Intelligence Analyst,"Business intelligence, Data integrity, Microsoft Power BI, Dashboard, Analytics, SQL, Planning, IT, Database, Health care, non profit, decision support"
Business+Intelligence+Developer,Senior Business Intelligence Speciliast,"Strong problem determination and resolution skills, Takes the initiative to be productive and efficient, Excellent written and verbal communication, Strong presentation and interpersonal skills, Amazon Web Services, Attention to detail, Automation, Business analytics, SQL Azure, Snowflake, Tableau, UI, Microsoft SSIS, Microsoft Windows Azure, PL/SQL, Microsoft Power BI, Leadership, Database design, Data warehouse, Data architecture, Cloud, Business intelligence, QA, Problem solving, Systems analysis and design, Transact-SQL"
Business+Intelligence+Developer,Enterprise Business Intelligence Manager,"Data analytics, Enterprise data, Business Intelligence, Data Management, Reporting, Analytics, Roadmap, Management skills, Data Quality, Data security, Data strategy, Data roadmap, Design, Information Systems, IT, SQL, Microsoft SQL, SAP, SAP Business Objects, PowerBI, Cognos, Tableau, Teamwork, ETL, Data modeling"
Business+Intelligence+Developer,Business Intelligence Engineer,"Business Intelligence, Architect, Oracle, PLSQL, Informatica, SQL, Modeler, Management, Business Objects"
Business+Intelligence+Developer,Sr Business Intelligence Architect,"epic, IT management, Transact-SQL, Data warehouse architecture, Oracle, Microsoft SQL Server, Data warehouse, Clarity, Database, Business software, Microsoft SSAS, BI architecture, OLAP, MDM, Design architecture, QA, Mentorship, Analytics, CAN, COM, Project management, Microsoft SSRS, Health care, Microsoft SSIS, Crystal Reports, Dashboard, Meta-data management, Software, Data QA, Business Objects, SSAS, SQL Querying, Power BI, Sharepoint, Technical Architecture, business intelligence"
Business+Intelligence+Developer,Business Intelligence Specialist (Enterprise Data Analytics),"Actuary, Analytics, Business Objects, Business intelligence, Business operations, Business process, CAN, Computer, Computer science, Cross-functional, Cross-functional team, Crystal Reports, Dashboard, Data QA, Data analysis, Data marts, Data science, Data visualization, Data warehouse, Database, Decision support, Documentation, Economics, Education, Finance, Functional requirements, IMPACT, IT, Infrastructure, KPI, Leadership, Machine learning, Mathematics, Metrics, ODS, Office equipment, Operations, Problem solving, Property and casualty insurance, Python, R, Reporting, Root cause analysis, SQL, Software, Software development, Specification, Statistical models, Statistics, Supervision, System integration testing, Systems analysis and design, Systems design, Tableau, Training, WEBI, Workflow"
Business+Intelligence+Developer,"Data Architect, Business Intelligence (BI)","Business Objects, Business intelligence, Communication skills, Conceptual design, Crystal Reports, Cubes, Dashboard, Data architecture, Data flow, Data governance, Data integration, Data mapping, Data modeling, Data visualization, Data warehouse, Database, ETL, Education, Engineering, English, Epic, Evaluation, Hardware, Health care, Health care administration, IT, IT architecture, Implementation, Java, Leadership, Mapping, Metrics, Microsoft BI, Microsoft SQL Server, Microsoft SSIS, Migration, Optimization, Organizational skills, Predictive analytics, Presentations, Python, QA, Qlik Sense, R, RDBMS, Regulatory reporting, Reporting, SAS, SQL, Software, Software development, Spectrum, Tableau, Training, Use cases, Visualization, Writing, XML"
Business+Intelligence+Developer,Business Intelligence Analyst,"Accounting, Business intelligence, Analytics, Microsoft Access, KPI, Forecasting, Microsoft Excel, SQL, Data mining, Data analysis, Budget, Audit, Reporting, Microsoft Power BI, Project management"
Business+Intelligence+Developer,"Senior Data Engineer - Business Intelligence (Princeton, NJ)","Data Warehouse, Business Intelligence, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Developer,Bus Info Consultant (Business Intelligence Consultant),"Consultant, SQL, SAS, Analyst"
Business+Intelligence+Developer,Business Intelligence Engineer: III (Tableau Developer),"SQL, Tableau, business intelligence, BI, Data wrangling"
Business+Intelligence+Developer,Data Warehouse Architect/Business Intelligence Architect,"Data Warehouse Architect, Business Intelligence Architect, MSBI architect"
Business+Intelligence+Developer,IT Business Intelligence (BI) Lead Project Analyst/Engineer,"IT, Business Intelligence, Project, Analyst, Engineer, Scientific, JavaScript, SQL, Computer, Engineering, SAS, DataStage, Crystal Reports, Business Objects, Java, SAP"
Business+Intelligence+Developer,Senior BI/QlikSense Engineer- Business Intelligence (Contract),"Engineer, Business Intelligence, Data Warehouse, SQL, Computer, Engineering, IBM, Cognos, Business Objects, API, Informatica, HTML, JavaScript, Programming, Java, Python"
Business+Intelligence+Developer,Senior ETL/ Informatica Engineer- Business Intelligence (Contract),"Informatica, Engineer, Business Intelligence, Data Warehouse, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Developer,"Senior Data Engineer - Business Intelligence (Princeton, NJ)","Engineer, Business Intelligence, Data Warehouse, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Developer,Senior ETL/Informatica Engineer - Business Intelligence (Contract),"Informatica, Engineer, Business Intelligence, Data Warehouse, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Developer,Senior Informatica Data Management Engineer - Business Intelligence (Contract),"Informatica, Management, Engineer, Business Intelligence, Engineering, Quality, Validation, SQL, Linux, UNIX, Programming, Python, Computer"
Business+Intelligence+Developer,Sr Tableau Developer/Business intelligence OR SME/ Lead Architect (Very Strong in SQL),"Tableau, Strong SQL, Datawarehouse"
Business+Intelligence+Developer,Senior Data Architect / Senior Business Intelligence Architect with Secret Clearance,"ETL, BI, Data Quality"
Business+Intelligence+Developer,Senior Business Intelligence (Tableau) Developer-Looking for W2,"sql, tableau, excel"
Business+Intelligence+Developer,IT Infrastructure Architect / IT Systems Engineer (Business Intelligence),"INFRASTRUCTURE, SYSTEMS INTEGRATION, NAS, ITIL, APACHE, J2EE, TABLEAU, POWER BI, QLIKVIEW, BUSINESS INTELLIGENCE"
Business+Intelligence+Developer,Business Intelligence (BI) Solution Architect with Microstrategy FULLTIME POSITION),"BI- Microstrategy, Tableau, SQL Server, Oracle, SSRS, Qlikview, Oracle Cloud Infrastructure, Erwin, OLTP, OLAP"
Business+Intelligence+Developer,Business Analyst /Quality Analyst (Data warehouse/business intelligence),"Business Analyst, Documenting business processes, quality analyst, UAT, data warehouse/business intelligence"
Business+Intelligence+Developer,"Business Intelligence Analyst (BIA) - Fort Myers, FL - PERM - W2 ONLY","excel, sql, bigquery"
Business+Intelligence+Developer,"BI -Business Intelligence - Reporting talent with strong experience in Actuate, reporting ,PLSQL and Actuate Migration to Magellan","Business Intelligence - Reporting talent with strong experience in Actuate, reporting, PLSQL and Actuate Migration to Magellan"
Business+Intelligence+Developer,Data Modeler / Oracle Business Intelligence BI Architect in New York,"QA, Automated testing, Microsoft SQL Server, SQL, Selenium WebDriver, Software development, TestNG, UFT, QTP, LoadRunner, Jmeter"
Business+Intelligence+Developer,Data Analytics Consultant (OR) Business Intelligence Consultant ( Local Candidates to Vermont Preferred),"Data Analytics, Business Intelligence"
Business+Intelligence+Developer,Federal - Threat Intelligence Analyst,"Security, Analyst, Business Intelligence, Analysis"
Business+Intelligence+Developer,Business Development Manager,"Development, Manager, Quality, Management, IT, Web, Business Intelligence, Adobe, Cisco, Developer, Supply Chain, Sales"
Business+Intelligence+Developer,Business Objects Developer,"Systems, Business Objects, Developer, Oracle, SAP, API, Security, Web, Windows, Business Intelligence, Apache, HTTP, PL/SQL, SQL, Scripts"
Business+Intelligence+Developer,Business Systems Analyst,"Systems, Analyst, Engineers, Business Intelligence, Metrics, IT, SQL"
Business+Intelligence+Developer,Senior Full Stack Developer,"Confluence, Jira, Continuous Delivery, Data Modeling, Data Warehousing, Requirements Gathering, ETL, Written Communication, Hadoop, Coaching and Developing, Business Intelligence, Software Development, Full Stack, Project Management, Big Data"
Business+Intelligence+Developer,RPA Developer,"Continual Improvement Process, SME, Business Analyst, ERP, Quality Assurance Testing, .Net, Application Development, HTML, User Acceptance Testing, Software Development, BPM, SQL, ERP Systems, Confluence, Prototype Design, Business Intelligence, Visual Basic, Microsoft Excel, Data Analytics, Java, Collaboration, DevOps"
Business+Intelligence+Developer,BI Developer,"Developer, API, IT, Adobe, Cisco, Business Intelligence, Programmer"
Business+Intelligence+Developer,Business Systems Analyst III- Innovation Product Management,"Systems, Analyst, Management, Software, Supply Chain, Engineering, UX, Sales, SQL, HTML, XML, Consulting, IT, Project, Engineers, QA, Network, Security, ERP, CRM, Business Intelligence, Web, Accounting"
Data+Scientist,Entry Level Associate Data Scientist - CIC Monroe,"Azure, Data Structure, MATLAB, Amazon Web Services, JavaScript, Machine Learning, Java, IoT, Statistical Modeling, Predictive Modelling, Scripting, Big Data, SPSS, Scala, Python, Database Administration, Technical, Visualization, Data Analytics"
Data+Scientist,Principal Data Scientist,"Computer, Physics, Python, SQL"
Data+Scientist,Senior Data Scientist,"NLP, SQL, Python, Java, SAS, Computer, Research, Engineering, Automotive"
Data+Scientist,Sr Data Scientist,"IT, Management, Systems, Security, SQL, Python, Visual Basic, Business Intelligence, Consulting, Recruiter"
Data+Scientist,Senior Data Scientist - Insurance,"SAS, SQL, Python, Consultant"
Data+Scientist,International Data Scientist,"SAS, SQL, Python, Java, Analyst"
Data+Scientist,"Senior Data Scientist, Machine Learning","machine learning, random forest, biostatistics, Bayesian methods, predictive statistics, R, Python, applied mathematics, biomedical sciences, biology, medical informatics"
Data+Scientist,Data Scientist - AI/ML,"Artificial Intelligence, SAS, Python, Engineering, Outlook, Excel, PowerPoint, SQL, Project, Engineers, Risk Management, Data Architecture, Data Mining, Modeling, Database, Access"
Data+Scientist,Data Scientist with active TS/SCI Poly,"IT, Analyst, Computer, Engineering, Data Mining"
Data+Scientist,Data Scientist,"Management, Engineers, Risk Management, Data Architecture, Data Mining, Modeling, Database, Access"
Data+Scientist,Data Scientist with ML,"machine learning, python, statistics, data science"
Data+Scientist,Data Scientist Chief,"Statistical Analysis, Modeling, Algorithm, Computer, Programming, Analysis, Systems, Data Mining, Business Intelligence, Security, IT"
Data+Scientist,Data Scientist - Entry to Experienced Level,"Security, Development"
Data+Scientist,Lead Data Scientist,"Algorithms, Roadmaps, Warehouse management, Supply chain management, Distribution"
Data+Scientist,Data Scientist,"SQL, API, Python, Analyst, Web"
Data+Scientist,Senior Data Scientist,"Computer, Engineering, SAS, Python"
Data+Scientist,Data Scientist with Machine Learning (Senior) - TS/SCI with Poly,"IT, Engineering, Software, Engineers, Python, SQL"
Data+Scientist,Senior Data Scientist,"Python, SAS, PL/SQL, ASP, .NET, SQL, Database"
Data+Scientist,Data Scientist,"IT, NLP, Artificial Intelligence, Python, Java, Software, Engineers"
Data+Scientist,Senior Data Scientist,"Analyst, SQL, Python, Java, Analytical, Defense Systems, IT, Access"
Data+Scientist,Data Scientist,"Management, Network, IBM, SAS"
Data+Scientist,Data Scientist,"Security, Artificial Intelligence, Systems, Manager"
Data+Scientist,Data Scientist (Journeyman),"Java, Python, SQL, Oracle, Systems"
Data+Scientist,Data Scientist,"Computer, Engineering, Physics, Python, Java, Web"
Data+Scientist,Data Scientist,"Python, Aerospace, Engineering, Computer, Physics, Software, Development, Web"
Data+Scientist,Data Scientist,"PySpark, R, MATLAB, statistics, Tableau, Jupyter, Vertica, Python, data visualization, data analysis, relational databases"
Data+Scientist,Data Scientist,"Data science, Python, SQL, QlikView, RPA, Automation Anywhere, machine learning, Cloud, AWS, Azure"
Data+Scientist,Data Scientist,"Data Science, Healthcare, Machine Learning"
Data+Scientist,"Lead Data Scientist - NLP, Machine Learning","Hadoop/Spark/Hive, Quantitative Analysis, Python/R, SQL, Big Data Systems (Hadoop/Hive/Spark/) - Hadoop/Spark/Hive, Quantitative Analysis, Python/R, SQL, Big Data Systems (Hadoop/Hive/Spark/)"
Data+Scientist,BI Data Scientist Lead,"8+ years data analytics and BI, SQL, Excel, Big Data, data visualization, hands on leadership"
Data+Scientist,Principal Data Scientist,"Data Science, A/B testing, Python, SQL, Scripting, Data, Leadership"
Data+Scientist,AI/ML Data Scientist,"SAP, ML, Data Science, Machine Learning, Analytics, BI, BW, Tableau"
Data+Scientist,Sr. Data Scientist,"NLP, Python, SQL, Data science, Modeling, Natural language processing"
Data+Scientist,Data Scientist Intern,"Apache Hadoop, Cassandra, Data Science, Graph theory, Machine Learning, Python, Research, Scala, SQL"
Data+Scientist,Data scientist,"Random Forest, Boosting, Trees, text mining, social network analysis, etc. Experience querying databases SQL, etc. Experience creating and using advanced machine learning algorithms and statistics along with NLP: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc. Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc. Knowledge on model risk management Support documentation - model development, model testing, Predictive modeling using R, NLP, SAS, Python, Matlab, SQL, pig, spark. Machine Learning and statistics"
Data+Scientist,Lead Data Scientist/ Banking/ Digital Fraud,"Python, Libraries, SQL, Data Architecture"
Data+Scientist,Data Scientist,"Machine learning, Data science, Python, SQL, data analytics"
Data+Scientist,Data Scientist,"Data science, Machine learning, SQL, R, Python, Problem solving, Communication skills, Statistics"
Data+Scientist,Data Scientist/AI/ML Subject Matter Expert,"NLP, "
Data+Scientist,Data Scientist - Electrical Energy,"Management, Engineering, Python"
Data+Scientist,Data Scientist,"Analyst, Python, SQL, CTO, Analysis, Software, Development, SDLC, Computer, Artificial Intelligence, Web"
Data+Scientist,Data Scientist,"Python, R, AWS"
Data+Scientist,Data Scientist,"Development, Call Center, Research, Python, SQL"
Data+Scientist,Data Scientist Credit and Risk Management,"Credit, Risk, R, Python, SAS"
Data+Scientist,Sr Data Scientist,"Tableau, Power BI, Python, SQL, Excel"
Data+Scientist,Data Scientist / Statistician - Buy Side,"Manager, CIO, Python, SQL"
Data+Scientist,Lead Data Scientist - 100% Remote,Python
Data+Scientist,Senior Data Scientist / Media Company / Spark+Google Cloud Platform,"Python, SQL, IT"
Data+Scientist,Data Scientist,Python
Data+Scientist,Data Scientist/ Analyst,"IT, Analyst, Performance, Security, System, Knowledge Management, Python, Java, Matlab, SQL, Management"
Data+Scientist,Data Scientist,"Web, Interface, Physics, Computer, Python"
Data+Scientist,Lead Data Scientist,"Python, R, AWS"
Data+Scientist,Data Scientist,"Python, SQL"
Data+Scientist,Data Scientist,"Security, Python, Java, SQL, Microsoft Excel, PowerPoint, Computer"
Data+Scientist,Lead Data Scientist (live anywhere) - BHJOB2052_17177,"Degree, Scripting, SAS, R, eCommerce"
Business+Intelligence+Analyst,Business Intelligence Analyst,"Business intelligence, Data integrity, Microsoft Power BI, Dashboard, Analytics, SQL, Planning, IT, Database, Health care, non profit, decision support"
Business+Intelligence+Analyst,Business Intelligence Analyst - Tiger Institute MU,"Business Intelligence, Analyst, Accounting, Supply Chain, Management, SQL"
Business+Intelligence+Analyst,Business Intelligence Analyst,"Accounting, Business intelligence, Analytics, Microsoft Access, KPI, Forecasting, Microsoft Excel, SQL, Data mining, Data analysis, Budget, Audit, Reporting, Microsoft Power BI, Project management"
Business+Intelligence+Analyst,Business Intelligence Analyst,"BI, BUSINESS INTELLIGENCE, DATAWAREHOUSE, DATA WAREHOUSE, TABLEAU, BUSINESS INTELLIGENCE, PYTHON, SQL"
Business+Intelligence+Analyst,Business Intelligence Analyst,"Business Intelligence, Analyst, Accounting, Supply Chain, Management"
Business+Intelligence+Analyst,Senior Business Intelligence Analyst,"Business Intelligence, Analyst, SQL, Excel, MySQL, Desktop"
Business+Intelligence+Analyst,Senior Business Intelligence Analyst,"Business Intelligence, Analyst, Consultant, Manager, SQL, Crystal Reports, IT"
Business+Intelligence+Analyst,Business Intelligence Analyst,"Microsoft Power BI, Data visualization, relational databases, Python, R, JavaScript, AngularJS, Drupal, Communication skills, Computer engineering, Computer science, Business intelligence, Security clearance, Telecommuting"
Business+Intelligence+Analyst,"Business Intelligence Analyst (Power BI, Report Writing, SSRS)","Power BI, Report Writing, Ssrs - Power BI, Report Writing, Ssrs"
Business+Intelligence+Analyst,Business Intelligence Analyst,"Business Intelligence, Analyst, Project, SQL, Algorithms, Python, SAS"
Business+Intelligence+Analyst,Business Intelligence Analyst,"Business Intelligence, Business Analyst, data warehousing, Tableau, Power BI, Hadoop, SQL, Business System Analyst, Data Visualization, project management"
Business+Intelligence+Analyst,Business Intelligence Analyst,Active Secret Clearance
Business+Intelligence+Analyst,"Business Intelligence Analyst (BIA) - Fort Myers, FL - PERM - W2 ONLY","excel, sql, bigquery"
Business+Intelligence+Analyst,Federal - Threat Intelligence Analyst,"Security, Analyst, Business Intelligence, Analysis"
Business+Intelligence+Analyst,Senior Data Engineer - Business Intelligence,"Data Warehouse, Business Intelligence, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Analyst,Sr. Business Intelligence (BI) Analyst,"Business Intelligence, Analyst, SAP, Business Objects, BW, Systems, Business Analyst, Testing, Web, Management, Sales, CRM, GIS, SQL, IT, Performance"
Business+Intelligence+Analyst,Business Intelligence (BI) Analyst,"Business Intelligence, Analyst, Consultant, DBA, SQL, Architecture, Python, Oracle, IT"
Business+Intelligence+Analyst,SQL Server Business Intelligence Developer,SSIS
Business+Intelligence+Analyst,Senior Business Intelligence Speciliast,"Strong problem determination and resolution skills, Takes the initiative to be productive and efficient, Excellent written and verbal communication, Strong presentation and interpersonal skills, Amazon Web Services, Attention to detail, Automation, Business analytics, SQL Azure, Snowflake, Tableau, UI, Microsoft SSIS, Microsoft Windows Azure, PL/SQL, Microsoft Power BI, Leadership, Database design, Data warehouse, Data architecture, Cloud, Business intelligence, QA, Problem solving, Systems analysis and design, Transact-SQL"
Business+Intelligence+Analyst,Enterprise Business Intelligence Manager,"Data analytics, Enterprise data, Business Intelligence, Data Management, Reporting, Analytics, Roadmap, Management skills, Data Quality, Data security, Data strategy, Data roadmap, Design, Information Systems, IT, SQL, Microsoft SQL, SAP, SAP Business Objects, PowerBI, Cognos, Tableau, Teamwork, ETL, Data modeling"
Business+Intelligence+Analyst,Business Intelligence Engineer,"Business Intelligence, Architect, Oracle, PLSQL, Informatica, SQL, Modeler, Management, Business Objects"
Business+Intelligence+Analyst,Business Intelligence Developer,"Business intelligence, Analytics, DQM, Data modeling, Data management, Microsoft Power BI, Microsoft SQL Server, Microsoft SSRS, Microsoft SSAS, Data warehouse, ETL, Microsoft SSIS, Reporting"
Business+Intelligence+Analyst,"Data Architect, Business Intelligence (BI)","Business Objects, Business intelligence, Communication skills, Conceptual design, Crystal Reports, Cubes, Dashboard, Data architecture, Data flow, Data governance, Data integration, Data mapping, Data modeling, Data visualization, Data warehouse, Database, ETL, Education, Engineering, English, Epic, Evaluation, Hardware, Health care, Health care administration, IT, IT architecture, Implementation, Java, Leadership, Mapping, Metrics, Microsoft BI, Microsoft SQL Server, Microsoft SSIS, Migration, Optimization, Organizational skills, Predictive analytics, Presentations, Python, QA, Qlik Sense, R, RDBMS, Regulatory reporting, Reporting, SAS, SQL, Software, Software development, Spectrum, Tableau, Training, Use cases, Visualization, Writing, XML"
Business+Intelligence+Analyst,Sr Business Intelligence Architect,"epic, IT management, Transact-SQL, Data warehouse architecture, Oracle, Microsoft SQL Server, Data warehouse, Clarity, Database, Business software, Microsoft SSAS, BI architecture, OLAP, MDM, Design architecture, QA, Mentorship, Analytics, CAN, COM, Project management, Microsoft SSRS, Health care, Microsoft SSIS, Crystal Reports, Dashboard, Meta-data management, Software, Data QA, Business Objects, SSAS, SQL Querying, Power BI, Sharepoint, Technical Architecture, business intelligence"
Business+Intelligence+Analyst,Epic Business Intelligence Developer,"Acquisition, Agile, Analytics, Automation, BI architecture, Business intelligence, Business partnership, Computer science, Counseling, Cubes, Data QA, Data flow, Data governance, Data modeling, Documentation, Education, Energy, Epic, Health care, IT, IT management, Informatics, Insurance, Jersey, Leadership, Mobile, PCMH, Partnership, Performance improvement, Pharmacy, Product owner, QA, Reporting, SAP, SAP BASIS, Screening, Scrum, Software, Solution delivery, Specification, Spectrum, Supervision, Test plans, Training, Universe Designer"
Business+Intelligence+Analyst,Business Intelligence Specialist,"Business Intelligence, Architect, Python, SQL, Engineering"
Business+Intelligence+Analyst,Business Intelligence Specialist (Enterprise Data Analytics),"Actuary, Analytics, Business Objects, Business intelligence, Business operations, Business process, CAN, Computer, Computer science, Cross-functional, Cross-functional team, Crystal Reports, Dashboard, Data QA, Data analysis, Data marts, Data science, Data visualization, Data warehouse, Database, Decision support, Documentation, Economics, Education, Finance, Functional requirements, IMPACT, IT, Infrastructure, KPI, Leadership, Machine learning, Mathematics, Metrics, ODS, Office equipment, Operations, Problem solving, Property and casualty insurance, Python, R, Reporting, Root cause analysis, SQL, Software, Software development, Specification, Statistical models, Statistics, Supervision, System integration testing, Systems analysis and design, Systems design, Tableau, Training, WEBI, Workflow"
Business+Intelligence+Analyst,Senior Application Software Engineer (Business Intelligence),"Application, Software, Engineers, Computer, SQL, Business Intelligence, Business Objects, Cognos, Oracle, SAS, UNIX, Teradata"
Business+Intelligence+Analyst,Business Intelligence,"Business Intelligence, Consultant, Analyst, Developer, Computer, Engineering, Python, SQL, Data Analysis, Excel, VBA, Java, PHP, IT"
Business+Intelligence+Analyst,BUSINESS INTELLIGENCE MANAGER,"Business Intelligence, Manager, IT, Sales, Computer, Data Warehouse, Management, Database, Engineer, Analyst, Systems"
Business+Intelligence+Analyst,Senior BI/QlikSense Engineer- Business Intelligence (Contract),"Data Warehouse, Business Intelligence, SQL, Computer, Engineering, IBM, Cognos, Business Objects, API, Informatica, HTML, JavaScript, Programming, Java, Python"
Business+Intelligence+Analyst,"Senior Data Engineer - Business Intelligence (Princeton, NJ)","Data Warehouse, Business Intelligence, Informatica, SQL, Programming, Python, Computer, Engineering, Cognos, UNIX, Linux"
Business+Intelligence+Analyst,IT Business Intelligence (BI) Lead Project Analyst/Engineer,"IT, Business Intelligence, Project, Analyst, Engineer, Scientific, JavaScript, SQL, Computer, Engineering, SAS, DataStage, Crystal Reports, Business Objects, Java, SAP"
Business+Intelligence+Analyst,Cyber Risk Fusion Threat Intelligence Analyst,"Security, Analyst, Research, Computer, TCP, IP, HTTP, Recruiter"
Business+Intelligence+Analyst,Intelligence Analyst,"open source intelligence, analysis, research, investigate, Threat analysis, Security operations, Risk management, Collaboration"
Business+Intelligence+Analyst,Epic Business Intelligence Developer - REMOTE WORK!,"Acquisition, Agile, Analytics, Automation, BI architecture, Business intelligence, Business partnership, Computer science, Counseling, Cubes, Data QA, Data flow, Data governance, Data modeling, Documentation, Education, Energy, Epic, Health care, IT, IT management, Informatics, Insurance, Jersey, Leadership, Mobile, PCMH, Partnership, Performance improvement, Pharmacy, Product owner, QA, Reporting, SAP, SAP BASIS, Screening, Scrum, Software, Solution delivery, Specification, Spectrum, Supervision, Test plans, Training, Universe Designer"
Business+Intelligence+Analyst,Business Analyst /Quality Analyst (Data warehouse/business intelligence),"Business Analyst, Documenting business processes, quality analyst, UAT, data warehouse/business intelligence"
Business+Intelligence+Analyst,ALL SOURCE INTELLIGENCE ANALYST II,"Analyst, Security, Python, SQL, IT, Systems, CISSP, Management, Software"
Business+Intelligence+Analyst,Senior Cyber Intelligence Analyst,"Analyst, Security, Computer, Excel, PowerPoint, IT, Analysis, Development"
Business+Intelligence+Analyst,Principal Cyber Intelligence Analyst,"Analyst, Security, IT"
Business+Intelligence+Analyst,Senior Cyberspace Intelligence Analyst,"Analyst, Security, IT"
Business+Intelligence+Analyst,Digital Network Intelligence Analyst TS/SCI wPOLY,"Network, Analyst, Analysis, BASIC, Access"
Business+Intelligence+Analyst,Digital Network Intelligence Analyst,"Network, Analyst, Analysis, BASIC, Access"
Business+Intelligence+Analyst,Senior Cyber Security Threat Intelligence Analyst,"Intrusion detection, cyber investigations and analysis, forensics, PenTest, Network, Security, CEH, Windows Operating System"
Business+Intelligence+Analyst,Data Warehouse Architect/Business Intelligence Architect,"Data Warehouse Architect, Business Intelligence Architect, MSBI architect"
